Date,Time,S01_C02_ival,S01_C02_T,S02_C02_ival,S02_C02_T,S03_C02_ival,S03_C02_T,Integer
05/06/15,10:00:00,24.4573387,174577,5.522680086,72979,15.06237169,104441,56
05/06/15,11:00:00,22.85610371,177023,5.226154989,73531,14.14897642,105947,56
05/06/15,12:00:00,23.33607754,179308,5.370299134,74054,14.39655863,107362,56
05/06/15,13:00:00,21.54766598,181642,4.960042723,74591,12.90549739,108801,56
05/06/15,14:00:00,19.9942418,183797,4.8369658,75087,12.15879639,110092,56
05/06/15,15:00:00,19.36283193,185796,3.2369658,75571,11.55842116,111308,56
05/06/15,16:00:00,19.37557496,187732,4.8369658,75894,12.08040345,112464,56
05/06/15,17:00:00,18.81843807,189670,5.370299134,76378,12.53403091,113672,56
05/06/15,18:00:00,18.39552052,191552,6.230514187,76915,12.15879639,114925,56
05/06/15,19:00:00,16.21326598,193391,6.0369658,77538,10.89712919,116141,56
05/06/15,20:00:00,15.10666172,195013,4.608394372,78142,9.714117782,117231,56
05/06/15,21:00:00,13.62056877,196523,3.133739994,78603,8.242712475,118202,56
05/06/15,22:00:00,11.9771248,197885,2.56328159,78916,5.728655103,119026,56
05/06/15,23:00:00,9.568662468,199083,0.0369658,79172,4.006948239,119599,56
06/06/15,00:00:00,8.907457281,200040,0.0369658,79176,3.753543107,120000,56
06/06/15,01:00:00,6.662969202,200931,0.0369658,79180,2.83865595,120375,56
06/06/15,02:00:00,5.844995554,201597,0.0369658,79183,2.954552359,120659,56
06/06/15,03:00:00,6.69784976,202182,0.0369658,79187,2.91493387,120955,56
06/06/15,04:00:00,7.354351691,202851,0.0369658,79191,4.328716023,121246,56
06/06/15,05:00:00,16.21326598,203587,8.384791887,79194,9.714117782,121679,56
06/06/15,06:00:00,20.55311682,205208,7.615913169,80033,12.69061026,122650,56
06/06/15,07:00:00,22.07236106,207263,6.0369658,80795,13.39949118,123920,56
06/06/15,08:00:00,25.53158496,209471,6.4369658,81398,16.35110408,125259,56
06/06/15,09:00:00,25.61197074,212024,5.370299134,82042,15.46086018,126895,56
06/06/15,10:00:00,24.4573387,214585,5.522680086,82579,15.06237169,128441,56
06/06/15,11:00:00,22.85610371,217031,5.226154989,83131,14.14897642,129947,56
06/06/15,12:00:00,23.33607754,219316,5.370299134,83654,14.39655863,131362,56
06/06/15,13:00:00,21.54766598,221650,4.960042723,84191,12.90549739,132801,56
06/06/15,14:00:00,19.9942418,223805,4.8369658,84687,12.15879639,134092,56
06/06/15,15:00:00,19.36283193,225804,3.2369658,85171,11.55842116,135308,56
06/06/15,16:00:00,19.37557496,227740,4.8369658,85494,12.08040345,136464,56
06/06/15,17:00:00,18.81843807,229678,5.370299134,85978,12.53403091,137672,56
06/06/15,18:00:00,18.39552052,231560,6.230514187,86515,12.15879639,138925,56
06/06/15,19:00:00,16.21326598,233399,6.0369658,87138,10.89712919,140141,56
06/06/15,20:00:00,15.10666172,235021,4.608394372,87742,9.714117782,141231,56
06/06/15,21:00:00,13.62056877,236531,3.133739994,88203,8.242712475,142202,56
06/06/15,22:00:00,11.9771248,237893,2.56328159,88516,5.728655103,143026,56
06/06/15,23:00:00,9.568662468,239091,0.0369658,88772,4.006948239,143599,56
07/06/15,00:00:00,8.907457281,240048,0.0369658,88776,3.753543107,144000,56
07/06/15,01:00:00,6.662969202,240939,0.0369658,88780,2.83865595,144375,56
07/06/15,02:00:00,5.844995554,241605,0.0369658,88783,2.954552359,144659,56
07/06/15,03:00:00,6.69784976,242190,0.0369658,88787,2.91493387,144955,56
07/06/15,04:00:00,7.354351691,242859,0.0369658,88791,4.328716023,145246,56
07/06/15,05:00:00,16.21326598,243595,8.384791887,88794,9.714117782,145679,56
07/06/15,06:00:00,20.55311682,245216,7.615913169,89633,12.69061026,146650,56
07/06/15,07:00:00,22.07236106,247271,6.0369658,90395,13.39949118,147920,56
07/06/15,08:00:00,25.53158496,249479,6.4369658,90998,16.35110408,149259,56
07/06/15,09:00:00,25.61197074,252032,5.370299134,91642,15.46086018,150895,56
07/06/15,10:00:00,24.4573387,254593,5.522680086,92179,15.06237169,152441,56
07/06/15,11:00:00,22.85610371,257039,5.226154989,92731,14.14897642,153947,56
07/06/15,12:00:00,23.33607754,259324,5.370299134,93254,14.39655863,155362,56
07/06/15,13:00:00,21.54766598,261658,4.960042723,93791,12.90549739,156801,56
07/06/15,14:00:00,19.9942418,263813,4.8369658,94287,12.15879639,158092,56
07/06/15,15:00:00,19.36283193,265812,3.2369658,94771,11.55842116,159308,56
07/06/15,16:00:00,19.37557496,267748,4.8369658,95094,12.08040345,160464,56
07/06/15,17:00:00,18.81843807,269686,5.370299134,95578,12.53403091,161672,56
07/06/15,18:00:00,18.39552052,271568,6.230514187,96115,12.15879639,162925,56
07/06/15,19:00:00,16.21326598,273407,6.0369658,96738,10.89712919,164141,56
07/06/15,20:00:00,15.10666172,275029,4.608394372,97342,9.714117782,165231,56
07/06/15,21:00:00,13.62056877,276539,3.133739994,97803,8.242712475,166202,56
07/06/15,22:00:00,11.9771248,277901,2.56328159,98116,5.728655103,167026,56
07/06/15,23:00:00,9.568662468,279099,0.0369658,98372,4.006948239,167599,56
08/06/15,00:00:00,8.907457281,280056,0.0369658,98376,3.753543107,168000,56
08/06/15,01:00:00,6.662969202,280947,0.0369658,98380,2.83865595,168375,56
08/06/15,02:00:00,5.844995554,281613,0.0369658,98383,2.954552359,168659,56
08/06/15,03:00:00,6.69784976,282198,0.0369658,98387,2.91493387,168955,56
08/06/15,04:00:00,7.354351691,282867,0.0369658,98391,4.328716023,169246,56
08/06/15,05:00:00,16.21326598,283603,8.384791887,98394,9.714117782,169679,56
08/06/15,06:00:00,20.55311682,285224,7.615913169,99233,12.69061026,170650,56
08/06/15,07:00:00,22.07236106,287279,6.0369658,99995,13.39949118,171920,56
08/06/15,08:00:00,25.53158496,289487,6.4369658,100598,16.35110408,173259,56
08/06/15,09:00:00,25.61197074,292040,5.370299134,101242,15.46086018,174895,56
08/06/15,10:00:00,24.4573387,294601,5.522680086,101779,15.06237169,176441,56
08/06/15,11:00:00,22.85610371,297047,5.226154989,102331,14.14897642,177947,56
08/06/15,12:00:00,23.33607754,299332,5.370299134,102854,14.39655863,179362,56
08/06/15,13:00:00,21.54766598,301666,4.960042723,103391,12.90549739,180801,56
08/06/15,14:00:00,19.9942418,303821,4.8369658,103887,12.15879639,182092,56
08/06/15,15:00:00,19.36283193,305820,3.2369658,104371,11.55842116,183308,56
08/06/15,16:00:00,19.37557496,307756,4.8369658,104694,12.08040345,184464,56
08/06/15,17:00:00,18.81843807,309694,5.370299134,105178,12.53403091,185672,56
08/06/15,18:00:00,18.39552052,311576,6.230514187,105715,12.15879639,186925,56
08/06/15,19:00:00,16.21326598,313415,6.0369658,106338,10.89712919,188141,56
08/06/15,20:00:00,15.10666172,315037,4.608394372,106942,9.714117782,189231,56
08/06/15,21:00:00,13.62056877,316547,3.133739994,107403,8.242712475,190202,56
08/06/15,22:00:00,11.9771248,317909,2.56328159,107716,5.728655103,191026,56
08/06/15,23:00:00,9.568662468,319107,0.0369658,107972,4.006948239,191599,56
09/06/15,00:00:00,8.907457281,320064,0.0369658,107976,3.753543107,192000,56
09/06/15,01:00:00,6.662969202,320955,0.0369658,107980,2.83865595,192375,56
09/06/15,02:00:00,5.844995554,321621,0.0369658,107983,2.954552359,192659,56
09/06/15,03:00:00,6.69784976,322206,0.0369658,107987,2.91493387,192955,56
09/06/15,04:00:00,7.354351691,322875,0.0369658,107991,4.328716023,193246,56
09/06/15,05:00:00,16.21326598,323611,8.384791887,107994,9.714117782,193679,56
09/06/15,06:00:00,20.55311682,325232,7.615913169,108833,12.69061026,194650,56
09/06/15,07:00:00,22.07236106,327287,6.0369658,109595,13.39949118,195920,56
09/06/15,08:00:00,25.53158496,329495,6.4369658,110198,16.35110408,197259,56
09/06/15,09:00:00,25.61197074,332048,5.370299134,110842,15.46086018,198895,56
09/06/15,10:00:00,24.4573387,334609,5.522680086,111379,15.06237169,200441,56
09/06/15,11:00:00,22.85610371,337055,5.226154989,111931,14.14897642,201947,56
09/06/15,12:00:00,23.33607754,339340,5.370299134,112454,14.39655863,203362,56
09/06/15,13:00:00,21.54766598,341674,4.960042723,112991,12.90549739,204801,56
09/06/15,14:00:00,19.9942418,343829,4.8369658,113487,12.15879639,206092,56
09/06/15,15:00:00,19.36283193,345828,3.2369658,113971,11.55842116,207308,56
09/06/15,16:00:00,19.37557496,347764,4.8369658,114294,12.08040345,208464,56
09/06/15,17:00:00,18.81843807,349702,5.370299134,114778,12.53403091,209672,56
09/06/15,18:00:00,18.39552052,351584,6.230514187,115315,12.15879639,210925,56
09/06/15,19:00:00,16.21326598,353423,6.0369658,115938,10.89712919,212141,56
09/06/15,20:00:00,15.10666172,355045,4.608394372,116542,9.714117782,213231,56
09/06/15,21:00:00,13.62056877,356555,3.133739994,117003,8.242712475,214202,56
09/06/15,22:00:00,11.9771248,357917,2.56328159,117316,5.728655103,215026,56
09/06/15,23:00:00,9.568662468,359115,0.0369658,117572,4.006948239,215599,56
10/06/15,00:00:00,8.907457281,360072,0.0369658,117576,3.753543107,216000,56
10/06/15,01:00:00,6.662969202,360963,0.0369658,117580,2.83865595,216375,56
10/06/15,02:00:00,5.844995554,361629,0.0369658,117583,2.954552359,216659,56
10/06/15,03:00:00,6.69784976,362214,0.0369658,117587,2.91493387,216955,56
10/06/15,04:00:00,7.354351691,362883,0.0369658,117591,4.328716023,217246,56
10/06/15,05:00:00,16.21326598,363619,8.384791887,117594,9.714117782,217679,56
10/06/15,06:00:00,20.55311682,365240,7.615913169,118433,12.69061026,218650,56
10/06/15,07:00:00,22.07236106,367295,6.0369658,119195,13.39949118,219920,56
10/06/15,08:00:00,25.53158496,369503,6.4369658,119798,16.35110408,221259,56
10/06/15,09:00:00,25.61197074,372056,5.370299134,120442,15.46086018,222895,56
10/06/15,10:00:00,24.4573387,374617,5.522680086,120979,15.06237169,224441,56
10/06/15,11:00:00,22.85610371,377063,5.226154989,121531,14.14897642,225947,56
10/06/15,12:00:00,23.33607754,379348,5.370299134,122054,14.39655863,227362,56
10/06/15,13:00:00,21.54766598,381682,4.960042723,122591,12.90549739,228801,56
10/06/15,14:00:00,19.9942418,383837,4.8369658,123087,12.15879639,230092,56
10/06/15,15:00:00,19.36283193,385836,3.2369658,123571,11.55842116,231308,56
10/06/15,16:00:00,19.37557496,387772,4.8369658,123894,12.08040345,232464,56
10/06/15,17:00:00,18.81843807,389710,5.370299134,124378,12.53403091,233672,56
10/06/15,18:00:00,18.39552052,391592,6.230514187,124915,12.15879639,234925,56
10/06/15,19:00:00,16.21326598,393431,6.0369658,125538,10.89712919,236141,56
10/06/15,20:00:00,15.10666172,395053,4.608394372,126142,9.714117782,237231,56
10/06/15,21:00:00,13.62056877,396563,3.133739994,126603,8.242712475,238202,56
10/06/15,22:00:00,11.9771248,397925,2.56328159,126916,5.728655103,239026,56
10/06/15,23:00:00,9.568662468,399123,0.0369658,127172,4.006948239,239599,56
11/06/15,00:00:00,8.907457281,400080,0.0369658,127176,3.753543107,240000,56
11/06/15,01:00:00,6.662969202,400971,0.0369658,127180,2.83865595,240375,56
11/06/15,02:00:00,5.844995554,401637,0.0369658,127183,2.954552359,240659,56
11/06/15,03:00:00,6.69784976,402222,0.0369658,127187,2.91493387,240955,56
11/06/15,04:00:00,7.354351691,402891,0.0369658,127191,4.328716023,241246,56
11/06/15,05:00:00,16.21326598,403627,8.384791887,127194,9.714117782,241679,56
11/06/15,06:00:00,20.55311682,405248,7.615913169,128033,12.69061026,242650,56
11/06/15,07:00:00,22.07236106,407303,6.0369658,128795,13.39949118,243920,56
11/06/15,08:00:00,25.53158496,409511,6.4369658,129398,16.35110408,245259,56
11/06/15,09:00:00,25.61197074,412064,5.370299134,130042,15.46086018,246895,56
11/06/15,10:00:00,24.4573387,414625,5.522680086,130579,15.06237169,248441,56
11/06/15,11:00:00,22.85610371,417071,5.226154989,131131,14.14897642,249947,56
11/06/15,12:00:00,23.33607754,419356,5.370299134,131654,14.39655863,251362,56
11/06/15,13:00:00,21.54766598,421690,4.960042723,132191,12.90549739,252801,56
11/06/15,14:00:00,19.9942418,423845,4.8369658,132687,12.15879639,254092,56
11/06/15,15:00:00,19.36283193,425844,3.2369658,133171,11.55842116,255308,56
11/06/15,16:00:00,19.37557496,427780,4.8369658,133494,12.08040345,256464,56
11/06/15,17:00:00,18.81843807,429718,5.370299134,133978,12.53403091,257672,56
11/06/15,18:00:00,18.39552052,431600,6.230514187,134515,12.15879639,258925,56
11/06/15,19:00:00,16.21326598,433439,6.0369658,135138,10.89712919,260141,56
11/06/15,20:00:00,15.10666172,435061,4.608394372,135742,9.714117782,261231,56
11/06/15,21:00:00,13.62056877,436571,3.133739994,136203,8.242712475,262202,56
11/06/15,22:00:00,11.9771248,437933,2.56328159,136516,5.728655103,263026,56
11/06/15,23:00:00,9.568662468,439131,0.0369658,136772,4.006948239,263599,56
12/06/15,00:00:00,8.907457281,440088,0.0369658,136776,3.753543107,264000,56
12/06/15,01:00:00,6.662969202,440979,0.0369658,136780,2.83865595,264375,56
12/06/15,02:00:00,5.844995554,441645,0.0369658,136783,2.954552359,264659,56
12/06/15,03:00:00,6.69784976,442230,0.0369658,136787,2.91493387,264955,56
12/06/15,04:00:00,7.354351691,442899,0.0369658,136791,4.328716023,265246,56
12/06/15,05:00:00,16.21326598,443635,8.384791887,136794,9.714117782,265679,56
12/06/15,06:00:00,20.55311682,445256,7.615913169,137633,12.69061026,266650,56
12/06/15,07:00:00,22.07236106,447311,6.0369658,138395,13.39949118,267920,56
12/06/15,08:00:00,25.53158496,449519,6.4369658,138998,16.35110408,269259,56
12/06/15,09:00:00,25.61197074,452072,5.370299134,139642,15.46086018,270895,56
12/06/15,10:00:00,24.4573387,454633,5.522680086,140179,15.06237169,272441,56
12/06/15,11:00:00,22.85610371,457079,5.226154989,140731,14.14897642,273947,56
12/06/15,12:00:00,23.33607754,459364,5.370299134,141254,14.39655863,275362,56
12/06/15,13:00:00,21.54766598,461698,4.960042723,141791,12.90549739,276801,56
12/06/15,14:00:00,19.9942418,463853,4.8369658,142287,12.15879639,278092,56
12/06/15,15:00:00,19.36283193,465852,3.2369658,142771,11.55842116,279308,56
12/06/15,16:00:00,19.37557496,467788,4.8369658,143094,12.08040345,280464,56
12/06/15,17:00:00,18.81843807,469726,5.370299134,143578,12.53403091,281672,56
12/06/15,18:00:00,18.39552052,471608,6.230514187,144115,12.15879639,282925,56
12/06/15,19:00:00,16.21326598,473447,6.0369658,144738,10.89712919,284141,56
12/06/15,20:00:00,15.10666172,475069,4.608394372,145342,9.714117782,285231,56
12/06/15,21:00:00,13.62056877,476579,3.133739994,145803,8.242712475,286202,56
12/06/15,22:00:00,11.9771248,477941,2.56328159,146116,5.728655103,287026,56
12/06/15,23:00:00,9.568662468,479139,0.0369658,146372,4.006948239,287599,56
